student_id,age,gender,study_hours_per_day,sleep_hours,social_media_hours,attendance_percentage,assignment_completion_rate,stress_level,burnout_level,exam_score
3837,22,Male,5.5,8.8,0.2,65.5,57.5,5,Medium,43.1
3838,23,Female,6.3,8.2,2.4,84.3,88.6,7,Medium,40.6
3839,22,Female,9.3,6.3,5.7,91.1,71.2,7,Medium,63.3
3840,23,Male,1.4,7.7,1.5,71.0,42.1,9,Medium,21.8
3841,25,Female,6.2,4.6,5.6,95.0,56.9,2,Low,50.1
3842,24,Female,8.7,6.6,5.7,54.0,78.3,3,Low,55.8
3843,22,Male,3.2,5.4,5.3,92.0,52.0,4,Low,30.0
3844,19,Female,8.9,4.8,3.4,91.4,89.6,8,High,62.2
3845,23,Female,1.2,6.1,3.9,66.1,80.6,1,Low,13.9
3846,23,Female,7.6,4.7,5.2,64.9,68.3,9,High,36.6
3847,21,Female,9.4,7.5,4.7,65.3,94.9,5,Medium,68.1
3848,21,Female,6.9,6.3,3.8,90.6,63.5,4,Low,51.2
3849,18,Female,5.0,6.7,5.9,91.6,54.1,8,Medium,36.2
3850,22,Male,1.4,4.7,4.1,66.5,79.7,9,High,15.2
3851,21,Female,9.3,4.7,5.9,79.6,74.4,3,Low,63.7
3852,18,Male,5.2,6.9,0.3,56.9,60.1,4,Low,24.9
3853,24,Male,1.3,8.9,0.8,73.4,60.6,1,Low,21.2
3854,24,Male,7.2,4.5,2.7,99.9,63.9,3,Low,66.6
3855,21,Male,5.3,5.4,2.3,57.9,57.5,10,High,31.2
3856,22,Female,2.1,8.3,4.7,97.4,82.6,5,Medium,19.7
3857,23,Female,2.9,4.4,1.0,91.2,79.1,8,High,21.1
3858,20,Female,1.6,8.4,5.9,98.6,66.4,1,Low,32.2
3859,25,Male,6.2,6.6,1.9,59.0,63.9,1,Low,44.8
3860,22,Female,6.6,6.0,2.6,60.7,61.9,3,Low,40.6
3861,25,Female,5.6,5.5,1.6,50.8,57.0,9,High,25.8
3862,19,Female,8.4,5.5,3.5,86.2,45.1,9,High,47.0
3863,24,Male,8.7,5.5,0.4,82.2,56.1,1,Low,64.0
3864,21,Male,6.5,8.4,0.9,58.9,59.3,4,Low,36.5
3865,21,Female,1.1,7.6,4.5,89.6,72.9,8,Medium,20.3
3866,25,Male,7.3,7.3,1.1,65.0,86.4,2,Low,45.1
3867,23,Male,4.8,8.0,1.4,56.7,63.7,4,Low,34.9
3868,25,Female,6.1,5.3,4.8,71.1,96.7,7,Medium,42.8
3869,19,Male,6.8,7.1,0.6,54.5,89.6,7,Medium,46.3
3870,23,Male,4.2,6.3,2.6,63.2,99.1,5,Medium,32.5
3871,19,Female,9.3,7.9,0.1,68.6,92.6,7,Medium,54.2
3872,20,Male,2.2,5.5,2.1,92.6,77.0,6,Medium,18.3
3873,24,Male,7.0,7.2,4.2,89.6,75.9,2,Low,65.2
3874,21,Male,1.0,8.4,0.5,72.1,47.8,9,Medium,9.3
3875,21,Male,9.3,6.0,5.3,86.2,83.3,5,Medium,63.9
3876,20,Male,2.0,4.3,5.5,78.4,76.0,2,Low,31.5
3877,18,Male,1.9,6.6,0.6,67.0,70.4,6,Medium,18.2
3878,24,Male,4.0,5.7,5.9,86.3,81.6,10,High,25.9
3879,23,Male,4.4,7.4,1.8,84.2,66.6,5,Medium,35.4
3880,20,Female,2.9,8.8,0.5,81.0,71.4,2,Low,38.4
3881,23,Female,6.3,6.4,0.0,80.9,63.9,10,Medium,28.3
3882,25,Female,5.0,6.3,2.5,84.1,83.0,10,Medium,22.6
3883,22,Female,1.3,7.3,3.8,69.2,92.6,7,Medium,9.0
3884,21,Male,3.9,4.5,2.0,93.5,90.5,10,High,33.8
3885,23,Female,8.3,5.3,5.0,58.1,87.2,2,Low,57.2
3886,19,Female,7.2,8.6,4.3,94.2,40.8,7,Medium,47.1
3887,23,Male,7.5,7.3,2.1,67.1,94.7,6,Medium,41.6
3888,22,Male,7.3,4.1,4.4,56.3,56.5,4,Low,45.0
3889,24,Male,3.8,5.0,5.6,80.0,93.3,4,Low,37.0
3890,21,Male,1.9,7.4,0.6,68.8,51.8,6,Medium,24.9
3891,25,Male,3.5,7.8,1.8,90.8,66.4,9,Medium,37.0
3892,20,Female,8.5,8.2,2.8,71.5,85.0,10,Medium,43.3
3893,25,Male,9.8,5.5,3.0,83.4,78.4,6,Medium,73.0
3894,22,Female,5.4,8.7,3.3,65.4,65.0,6,Medium,35.0
3895,21,Female,1.1,6.8,1.8,60.5,80.7,1,Low,23.2
3896,23,Male,2.3,7.5,4.0,69.4,72.9,5,Medium,27.2
3897,24,Female,3.9,7.0,3.9,80.3,56.5,1,Low,47.2
3898,18,Female,6.2,4.6,3.5,82.8,78.8,9,High,45.7
3899,24,Male,1.7,8.8,0.7,78.9,52.3,10,Medium,5.7
3900,18,Female,9.5,4.6,2.9,99.4,81.6,4,Low,69.9
3901,19,Female,4.3,5.3,2.1,84.6,40.2,2,Low,49.2
3902,24,Female,9.2,8.1,2.9,96.6,72.9,9,Medium,51.6
3903,21,Male,8.0,7.1,5.5,55.9,64.1,6,Medium,35.4
3904,18,Male,7.8,8.2,2.9,53.1,58.2,10,Medium,27.5
3905,20,Male,6.5,6.6,0.1,65.5,70.9,3,Low,45.5
3906,21,Female,6.6,5.9,2.6,56.8,78.7,2,Low,56.1
3907,20,Male,6.7,8.6,4.9,76.3,97.9,6,Medium,36.8
3908,24,Female,6.7,4.2,4.7,75.9,90.0,10,High,30.4
3909,20,Male,6.0,8.3,3.1,78.8,83.0,6,Medium,39.1
3910,18,Female,9.9,5.2,1.5,87.3,68.7,9,High,52.7
3911,21,Male,7.6,8.2,2.8,98.6,63.5,5,Medium,51.7
3912,23,Male,8.0,4.7,3.4,93.9,42.0,9,High,40.0
3913,22,Female,8.9,6.9,6.0,55.9,61.5,5,Medium,48.6
3914,18,Male,2.9,8.4,3.9,66.9,90.9,2,Low,40.4
3915,18,Female,1.8,6.4,4.2,62.8,63.0,1,Low,28.6
3916,23,Male,5.3,7.7,2.9,58.8,67.7,9,Medium,32.0
3917,21,Male,5.6,8.0,2.1,77.2,56.3,10,Medium,28.1
3918,21,Female,8.5,7.7,4.9,77.7,56.4,7,Medium,47.6
3919,25,Female,5.0,8.6,3.0,61.4,43.7,3,Low,40.0
3920,24,Female,6.1,6.2,6.0,85.6,76.8,6,Medium,44.6
3921,20,Male,5.7,4.9,2.7,86.6,66.9,10,High,34.2
3922,24,Female,1.3,4.2,0.4,51.0,76.4,4,Low,22.2
3923,23,Male,6.5,5.2,4.1,69.8,72.8,9,High,31.4
3924,24,Female,8.5,4.7,0.3,94.5,87.9,2,Low,62.1
3925,23,Female,2.4,6.8,1.5,76.0,85.1,4,Low,31.1
3926,21,Female,6.3,4.9,2.1,67.4,86.3,1,Low,53.3
3927,20,Female,6.3,4.2,4.4,62.7,70.0,7,Medium,31.1
3928,24,Female,2.5,4.2,3.0,62.2,61.2,4,Low,23.6
3929,18,Female,2.1,8.2,0.2,55.0,96.0,5,Medium,8.0
3930,19,Male,9.8,7.0,3.7,90.9,43.3,1,Low,75.8
3931,25,Female,4.5,5.8,2.5,54.3,49.2,2,Low,32.4
3932,22,Male,3.0,8.5,5.5,64.6,65.2,4,Low,25.2
3933,18,Female,2.5,4.4,3.0,52.3,76.8,2,Low,18.5
3934,21,Female,7.0,8.9,4.3,89.1,40.5,1,Low,65.7
3935,22,Female,6.5,7.1,1.3,52.0,83.2,10,Medium,29.4
3936,19,Male,6.8,4.9,4.6,65.4,73.5,1,Low,56.6
3937,19,Male,1.8,7.4,4.3,78.7,69.1,6,Medium,20.1
3938,20,Female,9.0,7.8,5.4,70.5,65.4,2,Low,68.1
3939,22,Male,4.5,6.1,0.2,64.1,71.2,3,Low,26.4
3940,20,Female,3.8,8.3,2.7,63.8,49.7,5,Medium,28.2
3941,18,Female,5.2,4.8,4.1,89.9,46.5,3,Low,52.9
3942,23,Male,4.5,5.4,0.6,98.7,57.4,6,Medium,30.2
3943,23,Male,8.8,4.5,2.5,67.4,82.6,7,Medium,50.9
3944,23,Male,9.4,5.1,5.7,52.0,75.3,10,High,45.5
3945,22,Male,3.7,5.2,2.6,51.8,68.8,6,Medium,20.1
3946,23,Female,8.8,8.6,5.9,88.0,74.3,2,Low,71.4
3947,18,Male,8.0,4.4,0.3,77.6,73.6,9,High,50.3
3948,20,Male,9.4,6.1,4.3,89.2,58.4,2,Low,66.7
3949,22,Female,3.2,6.7,3.5,84.9,45.8,6,Medium,27.5
3950,20,Male,6.2,8.5,3.0,95.4,93.8,9,Medium,35.8
3951,22,Male,3.5,9.0,5.8,94.3,76.0,9,Medium,29.4
3952,20,Male,8.4,7.8,0.8,89.4,81.9,2,Low,65.8
3953,19,Male,1.0,8.9,5.4,73.8,67.8,9,Medium,9.2
3954,20,Female,6.1,7.9,4.1,65.4,85.4,8,Medium,34.6
3955,23,Female,4.1,8.8,1.6,75.4,75.1,7,Medium,24.8
3956,19,Male,3.9,7.5,5.4,75.1,43.2,8,Medium,18.9
3957,20,Male,6.8,4.4,2.6,80.5,93.4,10,High,40.4
3958,22,Female,8.7,6.0,4.9,59.3,58.3,8,Medium,44.3
3959,22,Male,6.5,7.2,2.3,82.8,48.3,1,Low,50.2
3960,25,Male,8.7,5.8,5.1,72.8,45.3,9,High,43.7
3961,22,Male,3.4,5.4,3.8,81.0,83.2,6,Medium,33.9
3962,21,Male,5.7,6.9,0.8,62.0,82.2,1,Low,49.4
3963,18,Male,5.1,8.7,3.9,71.7,82.0,1,Low,48.3
3964,22,Male,1.1,4.2,1.1,60.5,94.9,7,Medium,9.4
3965,19,Male,6.0,7.8,2.5,93.8,60.9,10,Medium,34.7
3966,25,Male,7.0,7.6,1.0,74.4,73.7,2,Low,59.9
3967,22,Male,6.3,8.8,0.1,61.2,77.2,6,Medium,36.2
3968,21,Female,7.6,8.7,1.3,52.1,98.8,5,Medium,45.0
3969,23,Female,6.1,7.8,3.2,83.8,58.7,5,Medium,41.4
3970,19,Female,1.6,6.6,2.9,60.7,97.4,10,Medium,5.0
3971,21,Male,2.0,5.0,3.0,99.5,48.9,6,Medium,14.5
3972,23,Male,6.4,6.7,1.5,76.7,85.8,8,Medium,35.9
3973,24,Female,3.5,7.8,4.1,64.4,78.0,5,Medium,19.2
3974,24,Male,1.7,8.5,4.2,82.9,89.0,8,Medium,18.5
3975,19,Female,4.9,7.9,2.1,63.8,41.7,5,Medium,30.7
3976,20,Male,6.0,5.0,5.3,91.0,44.7,10,High,35.8
3977,18,Female,4.0,7.0,3.9,65.4,44.2,6,Medium,38.3
3978,25,Female,7.5,5.7,4.3,99.4,75.6,8,High,46.2
3979,18,Female,6.8,4.0,1.7,80.3,76.2,2,Low,54.7
3980,21,Male,4.0,5.0,0.0,92.2,94.4,7,Medium,34.8
3981,23,Female,7.8,4.6,5.2,53.6,68.1,3,Low,44.3
3982,18,Male,6.8,8.2,4.9,67.4,44.1,9,Medium,41.7
3983,23,Male,6.7,5.3,0.7,86.9,52.6,10,High,47.8
3984,23,Male,6.0,5.4,2.2,82.8,40.5,7,Medium,46.8
3985,21,Male,1.1,8.8,4.0,59.7,86.6,3,Low,12.6
3986,21,Male,7.3,5.9,3.9,67.8,88.9,8,High,37.3
3987,21,Male,4.4,4.0,5.2,63.2,99.9,10,High,10.8
3988,18,Male,9.5,5.4,0.8,80.7,64.7,2,Low,66.8
3989,24,Female,8.4,4.6,2.6,67.2,41.2,10,High,41.6
3990,21,Female,6.3,4.5,0.6,65.5,54.1,8,High,39.0
3991,25,Female,3.3,4.4,2.3,60.4,75.3,7,Medium,29.4
3992,18,Male,2.8,7.0,0.1,70.5,97.7,5,Medium,18.9
3993,21,Male,4.1,4.9,5.4,59.8,46.2,4,Low,31.1
3994,22,Male,5.3,5.8,3.2,98.1,47.3,10,High,34.8
3995,23,Male,3.7,8.3,5.1,57.7,82.1,10,Medium,15.1
3996,25,Female,5.6,6.1,0.4,95.7,80.0,1,Low,62.5
3997,21,Male,2.5,8.6,1.4,71.4,55.0,4,Low,26.4
3998,19,Female,9.8,6.5,1.6,68.9,88.8,6,Medium,60.4
3999,23,Male,2.0,6.0,2.3,61.6,47.7,6,Medium,18.8
4000,23,Female,9.4,7.8,4.8,81.8,95.5,2,Low,68.6
4001,21,Male,9.2,4.4,2.3,84.3,52.1,9,High,49.5
4002,24,Female,5.7,4.4,1.2,73.4,44.9,1,Low,57.9
4003,20,Male,7.5,7.3,0.4,52.8,60.4,4,Low,45.2
4004,24,Female,4.9,6.4,0.5,95.9,51.3,4,Low,47.9
4005,21,Male,6.7,8.0,4.6,99.0,71.6,2,Low,60.5
4006,23,Female,4.1,8.6,2.7,71.6,81.2,8,Medium,15.4
4007,25,Female,3.7,5.9,4.4,80.7,69.5,2,Low,33.5
4008,19,Male,6.2,7.0,4.1,72.5,79.6,2,Low,49.3
4009,25,Female,5.5,6.5,0.8,66.1,61.9,2,Low,39.1
4010,25,Male,6.2,8.9,0.9,53.9,41.7,1,Low,47.2
4011,23,Male,3.6,8.2,4.5,72.8,98.4,5,Medium,25.3
4012,24,Male,4.3,8.6,4.3,90.9,89.2,4,Low,40.9
4013,19,Female,1.8,5.3,2.3,50.9,44.4,2,Low,11.7
4014,18,Female,1.5,7.9,0.5,79.1,67.0,1,Low,33.4
4015,22,Male,3.3,5.3,0.1,94.0,78.1,1,Low,45.0
4016,23,Male,1.7,5.0,1.7,60.9,51.4,2,Low,25.3
4017,21,Female,1.9,8.7,0.1,59.2,74.7,1,Low,24.8
4018,18,Female,8.3,4.1,1.4,88.6,72.0,9,High,46.6
4019,22,Female,1.3,8.8,2.5,62.8,52.5,2,Low,29.2
4020,21,Male,6.9,4.7,0.7,59.6,48.5,3,Low,54.7
4021,25,Male,3.5,8.1,0.6,68.9,85.5,9,Medium,19.8
4022,20,Male,8.8,5.4,5.4,69.6,59.4,5,Medium,52.0
4023,21,Male,5.4,5.8,3.5,93.7,54.6,8,High,30.5
4024,19,Male,3.8,5.1,5.6,80.9,84.3,7,Medium,30.4
4025,19,Female,5.7,6.9,2.1,70.3,84.2,6,Medium,34.2
4026,20,Male,4.4,5.7,4.1,76.7,56.6,2,Low,38.6
4027,18,Female,6.1,7.3,1.2,97.7,92.4,4,Low,56.6
4028,22,Female,2.0,4.1,3.7,55.7,81.3,9,High,3.9
4029,21,Male,10.0,4.3,0.8,60.4,60.7,7,Medium,63.7
4030,19,Female,4.8,4.5,0.0,98.1,65.6,3,Low,42.3
4031,18,Male,4.1,6.1,5.6,97.9,83.6,6,Medium,27.6
4032,20,Female,7.4,8.1,3.3,58.9,52.7,8,Medium,35.4
4033,24,Male,4.3,8.4,5.6,57.3,68.1,8,Medium,24.5
4034,23,Male,8.5,5.2,2.0,71.1,79.2,8,High,48.5
4035,24,Female,5.1,6.9,2.0,52.5,72.4,8,Medium,26.2
4036,24,Male,7.5,7.8,2.4,82.7,76.5,10,Medium,40.9
4037,19,Female,2.0,5.4,4.2,53.9,72.8,6,Medium,11.7
4038,25,Male,8.6,6.0,3.4,52.9,52.0,10,Medium,32.7
4039,25,Male,7.6,6.6,5.6,74.3,64.6,3,Low,54.9
4040,20,Male,2.9,4.7,0.2,97.9,71.9,9,High,31.2
4041,21,Female,2.3,4.1,4.2,71.3,86.8,3,Low,27.0
4042,25,Female,3.8,4.8,2.0,67.8,79.2,4,Low,27.5
4043,24,Male,9.8,7.1,1.1,99.9,65.6,10,Medium,59.7
4044,25,Female,3.3,4.4,3.1,76.6,98.5,1,Low,44.8
4045,24,Male,5.1,4.9,3.0,68.8,46.5,2,Low,41.1
4046,22,Female,1.3,5.7,0.8,69.3,52.4,6,Medium,9.1
4047,19,Female,4.6,4.4,1.2,59.7,60.5,1,Low,40.0
4048,19,Male,6.1,5.0,2.4,75.6,53.7,9,High,38.1
4049,21,Male,9.6,8.6,2.5,71.9,77.5,8,Medium,57.9
4050,25,Male,5.7,4.1,1.9,63.5,42.4,2,Low,47.0
4051,25,Male,8.4,7.3,0.9,58.0,50.6,2,Low,56.2
4052,23,Male,5.9,5.9,0.0,65.6,57.6,8,High,29.0
4053,18,Female,1.4,7.4,5.8,75.4,81.0,8,Medium,8.7
4054,22,Female,3.8,6.9,5.7,52.9,92.6,1,Low,31.2
4055,19,Male,6.2,5.1,2.9,57.7,87.9,5,Medium,41.4
4056,22,Male,9.6,8.2,6.0,97.4,50.9,2,Low,70.0
4057,19,Male,8.7,6.5,4.0,77.1,73.9,1,Low,62.2
4058,22,Female,3.1,8.1,0.4,53.2,41.8,3,Low,21.0
4059,20,Male,3.0,6.0,0.7,84.7,58.6,3,Low,42.2
4060,24,Male,2.8,8.9,5.5,53.1,88.4,10,Medium,8.8
4061,19,Female,9.3,7.9,3.8,86.9,67.4,9,Medium,57.9
4062,22,Female,8.7,8.8,5.1,87.5,49.0,10,Medium,57.7
4063,25,Female,8.0,6.6,5.4,82.6,66.3,1,Low,58.0
4064,18,Female,4.5,6.4,2.7,86.6,51.9,2,Low,48.3
4065,20,Male,5.5,7.8,0.3,54.4,63.6,9,Medium,25.4
4066,20,Female,5.2,8.4,1.1,86.3,69.3,5,Medium,48.9
4067,18,Female,3.3,8.8,0.4,56.8,61.0,9,Medium,11.6
4068,22,Male,5.5,5.6,1.1,67.0,96.2,6,Medium,36.7
4069,25,Male,1.3,8.0,2.5,97.1,73.8,10,Medium,18.8
4070,21,Male,2.2,5.1,0.7,75.1,90.6,10,High,10.1
4071,18,Female,9.0,6.7,1.0,98.4,85.6,3,Low,67.5
4072,22,Male,7.8,4.9,2.7,54.4,79.7,8,High,38.6
4073,18,Female,4.8,5.7,2.0,73.9,69.8,9,High,33.6
4074,18,Female,5.7,8.7,2.8,53.1,40.1,2,Low,51.5
4075,19,Female,4.3,4.7,2.6,81.5,76.8,9,High,35.8
4076,22,Male,7.7,7.2,3.9,53.9,61.4,4,Low,53.9
4077,21,Female,8.1,7.0,5.6,58.8,47.1,8,Medium,21.2
4078,24,Male,7.9,4.6,0.6,62.9,66.7,5,Medium,49.0
4079,19,Male,7.5,5.6,0.6,87.4,84.1,6,Medium,52.0
4080,18,Male,2.8,6.8,5.1,58.2,97.7,4,Low,27.5
4081,24,Female,4.0,4.9,3.0,92.3,62.4,5,Medium,30.5
4082,23,Female,5.2,8.0,4.6,56.6,72.6,1,Low,44.6
4083,24,Female,4.0,8.9,1.3,51.8,91.1,3,Low,19.1
4084,18,Male,7.8,5.1,5.0,69.8,60.0,4,Low,57.1
4085,18,Female,4.0,4.9,5.5,99.0,48.5,1,Low,39.5
4086,25,Female,2.2,6.3,3.8,55.5,56.9,3,Low,27.8
4087,22,Female,4.6,7.7,0.6,55.1,93.9,4,Low,37.4
4088,22,Female,9.8,5.4,5.4,87.6,49.6,9,High,55.6
4089,19,Female,3.0,4.1,4.8,65.6,59.8,3,Low,30.9
4090,21,Male,6.5,6.7,4.5,85.9,67.9,3,Low,52.3
4091,19,Male,4.9,8.8,0.2,60.0,90.8,4,Low,27.1
4092,20,Male,1.6,6.0,4.8,73.0,96.3,9,Medium,14.7
4093,18,Male,5.4,6.1,0.8,63.3,65.5,9,Medium,33.9
4094,24,Female,7.3,8.8,1.3,72.6,95.9,1,Low,54.7
4095,23,Male,5.6,7.5,3.5,88.5,49.7,8,Medium,41.7
4096,18,Female,8.8,7.6,1.6,88.1,49.4,10,Medium,46.0
4097,18,Male,3.6,6.8,4.0,75.8,97.0,1,Low,43.3
4098,19,Male,1.8,8.9,3.6,96.4,70.6,2,Low,34.0
4099,23,Male,9.4,7.4,0.6,63.2,51.2,10,Medium,45.9
4100,23,Female,4.4,8.5,3.9,62.0,69.3,5,Medium,32.9
4101,23,Female,6.2,7.5,5.5,80.7,87.0,6,Medium,50.9
4102,19,Male,8.1,7.7,1.0,81.1,89.6,2,Low,63.5
4103,18,Female,3.9,5.5,3.6,52.3,91.8,10,High,9.8
4104,19,Male,7.4,5.5,2.1,80.4,74.2,5,Medium,47.5
4105,22,Male,2.2,7.9,2.8,68.7,92.0,3,Low,25.3
4106,22,Male,3.6,5.5,1.7,87.4,70.6,7,Medium,32.7
4107,19,Female,2.3,6.8,2.1,90.4,76.4,1,Low,30.8
4108,23,Male,8.3,5.2,0.2,77.6,85.5,5,Medium,56.5
4109,25,Male,3.0,8.1,5.9,50.1,65.5,3,Low,28.5
4110,18,Male,7.5,4.6,3.7,81.8,44.4,2,Low,55.5
4111,19,Female,9.5,8.1,3.0,87.4,61.0,3,Low,77.6
4112,19,Male,5.7,7.0,2.3,62.4,77.4,10,Medium,23.5
4113,19,Female,5.9,4.9,3.2,73.2,51.5,4,Low,44.5
4114,25,Male,5.1,6.7,2.3,98.3,48.9,2,Low,40.5
4115,25,Female,3.9,5.4,2.2,64.9,57.6,2,Low,33.4
4116,20,Male,5.3,5.6,2.8,61.2,41.9,3,Low,38.1
4117,22,Male,6.4,5.8,1.7,60.5,84.6,2,Low,44.0
4118,24,Female,9.9,4.3,1.1,77.9,55.5,6,Medium,57.2
4119,23,Female,9.4,8.9,3.3,97.5,47.5,2,Low,69.7
4120,21,Male,8.8,4.2,5.1,80.4,81.9,1,Low,69.3
4121,25,Female,9.0,7.3,0.9,65.2,90.6,8,Medium,39.0
4122,24,Male,5.2,5.9,0.2,81.9,41.2,10,High,21.3
4123,25,Male,6.9,7.2,1.5,81.2,54.0,4,Low,48.4
4124,23,Male,9.1,5.8,5.9,79.8,96.7,2,Low,64.8
4125,21,Female,4.5,7.4,5.0,58.0,63.1,4,Low,28.0
4126,20,Male,9.7,7.6,3.6,81.7,96.3,2,Low,69.3
4127,19,Female,4.7,7.5,5.6,71.5,56.5,5,Medium,38.1
4128,20,Male,6.4,4.6,2.7,50.9,53.1,7,Medium,38.2
4129,25,Female,7.4,7.3,5.9,77.0,52.8,6,Medium,54.7
4130,20,Female,9.6,5.4,1.8,99.5,45.1,2,Low,67.2
4131,24,Male,3.2,4.1,1.4,67.5,93.8,4,Low,24.4
4132,18,Female,7.7,6.1,3.8,98.3,98.8,8,Medium,47.6
4133,25,Male,5.7,6.2,2.3,54.8,97.3,7,Medium,36.0
4134,25,Male,3.4,6.3,3.8,86.6,91.1,7,Medium,25.8
4135,24,Male,8.0,7.5,1.8,55.7,90.8,4,Low,50.2
4136,22,Male,6.0,5.5,3.7,63.7,79.7,1,Low,40.0
4137,21,Male,6.9,5.6,1.7,78.5,89.6,7,Medium,40.8
4138,19,Female,3.9,4.3,0.3,79.6,52.5,6,Medium,26.9
4139,24,Male,5.3,7.4,5.5,88.8,63.3,8,Medium,40.6
4140,21,Female,6.6,6.8,5.3,80.8,78.5,5,Medium,41.0
4141,23,Female,4.6,5.7,5.8,79.7,92.5,8,High,39.8
4142,21,Male,2.8,7.5,4.3,95.6,79.6,10,Medium,23.8
4143,23,Female,9.7,6.7,4.1,72.6,90.3,8,Medium,50.6
4144,24,Male,5.6,6.3,3.4,61.3,68.4,9,Medium,30.1
4145,25,Female,7.6,6.6,0.8,58.1,83.0,1,Low,49.4
4146,25,Female,4.7,7.2,1.1,70.0,98.8,3,Low,33.2
4147,22,Female,4.2,7.3,1.7,85.6,49.2,6,Medium,38.2
4148,24,Male,4.7,5.4,5.3,52.1,95.6,4,Low,38.0
4149,23,Female,4.7,4.7,1.0,56.5,71.3,8,High,26.4
4150,21,Male,5.9,4.8,5.5,55.3,78.6,10,High,19.9
4151,21,Female,5.9,7.2,3.1,79.3,92.7,1,Low,47.2
4152,23,Female,5.5,8.4,4.3,62.1,64.6,5,Medium,43.8
4153,20,Female,2.2,6.0,0.7,58.3,65.1,4,Low,24.5
4154,22,Female,5.5,4.8,1.6,79.6,71.6,1,Low,43.7
4155,18,Male,2.5,7.8,5.8,88.1,41.1,10,Medium,15.4
4156,25,Male,2.1,8.2,1.6,66.6,69.8,6,Medium,19.4
4157,19,Female,9.4,8.4,1.8,78.9,57.5,10,Medium,50.0
4158,21,Female,6.4,7.0,1.2,54.9,95.7,3,Low,52.9
4159,19,Male,6.9,8.3,0.8,96.8,45.3,5,Medium,49.9
4160,18,Male,4.6,4.1,1.4,66.8,67.6,6,Medium,34.0
4161,24,Male,9.2,4.5,3.9,99.9,96.8,4,Low,69.5
4162,19,Male,6.7,4.5,2.7,98.9,94.1,10,High,34.9
4163,18,Female,7.9,7.6,3.3,88.9,82.1,10,Medium,34.2
4164,25,Female,4.3,4.3,0.7,51.0,75.4,6,Medium,22.9
4165,23,Male,9.6,6.5,4.8,77.2,56.8,7,Medium,59.3
4166,20,Male,8.4,6.4,4.7,54.3,62.0,2,Low,62.2
4167,25,Male,8.7,5.6,0.1,94.8,45.4,7,Medium,54.0
4168,21,Male,2.5,8.4,2.3,89.5,87.2,7,Medium,27.7
4169,18,Male,3.4,4.9,0.4,98.6,59.4,2,Low,41.1
4170,19,Male,3.6,5.8,4.8,80.4,80.1,3,Low,44.8
4171,21,Female,3.4,7.9,4.4,76.1,61.5,3,Low,33.6
4172,20,Female,8.7,4.2,5.4,75.9,67.9,1,Low,62.1
4173,23,Female,1.3,7.4,1.4,69.3,73.3,1,Low,26.1
4174,24,Male,1.7,8.1,2.7,73.4,88.1,10,Medium,11.5
4175,21,Male,3.5,8.7,1.1,81.8,52.7,6,Medium,37.0
4176,24,Male,2.8,8.4,2.2,96.6,63.9,9,Medium,25.0
4177,18,Female,3.1,5.6,3.1,79.8,47.8,9,High,23.6
4178,20,Male,8.2,6.9,0.3,92.9,44.5,1,Low,58.6
4179,19,Male,6.1,4.4,4.3,93.1,76.3,7,Medium,38.7
4180,20,Female,1.1,5.3,3.3,75.9,51.3,6,Medium,14.4
4181,20,Male,4.9,4.5,5.0,67.4,43.6,4,Low,37.2
4182,22,Female,4.7,5.6,1.6,82.0,93.8,3,Low,38.3
4183,20,Female,2.0,8.4,5.4,72.3,72.1,9,Medium,15.1
4184,20,Male,7.1,5.7,6.0,54.1,48.1,10,High,29.1
4185,25,Female,7.3,6.8,5.5,68.9,43.2,5,Medium,55.7
4186,21,Male,7.5,6.2,4.7,99.7,47.2,8,Medium,50.4
4187,19,Female,7.6,6.3,4.9,52.4,68.3,4,Low,47.9
4188,25,Male,1.0,8.8,3.4,84.8,80.1,4,Low,21.3
4189,25,Female,9.6,5.5,1.1,92.1,78.5,6,Medium,63.2
4190,21,Male,8.3,7.1,4.1,82.4,48.7,6,Medium,57.0
4191,21,Female,9.1,6.1,4.3,78.5,78.0,3,Low,63.7
4192,18,Female,1.1,4.3,5.9,85.4,64.3,2,Low,24.5
4193,21,Female,9.4,6.4,3.2,71.5,67.9,9,Medium,52.1
4194,22,Male,8.3,8.1,1.6,54.6,88.1,2,Low,53.1
4195,22,Male,8.5,4.5,4.1,98.1,59.9,9,High,56.8
4196,25,Female,1.8,4.3,5.9,71.6,48.8,8,High,20.2
4197,24,Male,7.6,4.8,1.1,83.3,92.4,10,High,48.0
4198,18,Female,9.6,7.8,2.0,76.6,52.7,7,Medium,51.7
4199,24,Male,7.1,7.6,3.3,52.7,57.6,5,Medium,26.2
4200,24,Female,6.1,6.8,1.0,97.6,82.4,3,Low,65.1
4201,25,Male,9.5,6.3,0.1,89.6,81.0,2,Low,73.0
4202,23,Female,5.0,8.4,2.0,57.5,88.0,8,Medium,28.1
4203,25,Female,6.4,7.8,5.2,99.1,51.0,2,Low,54.2
4204,19,Female,5.3,8.1,0.3,86.8,61.1,8,Medium,26.3
4205,19,Female,9.4,8.1,2.6,73.6,47.6,5,Medium,49.1
4206,21,Male,1.7,7.2,4.6,80.6,72.5,9,Medium,13.0
4207,21,Female,5.5,6.3,5.7,55.3,57.6,4,Low,36.9
4208,23,Male,7.2,8.3,5.9,78.0,81.3,8,Medium,51.8
4209,21,Male,8.1,8.6,2.5,53.7,40.0,7,Medium,43.8
